{'loss': 0.6482, 'grad_norm': 3.9647905826568604, 'learning_rate': 4.985449578334719e-06, 'rewards/chosen': 0.013955354690551758, 'rewards/rejected': -0.08309493213891983, 'rewards/accuracies': 0.7400000095367432, 'rewards/margins': 0.09705028682947159, 'logps/chosen': -12.460247993469238, 'logps/rejected': -13.747300148010254, 'logits/chosen': -99.69064331054688, 'logits/rejected': -99.4447250366211, 'epoch': 0.0}
{'loss': 0.1112, 'grad_norm': 7.054842948913574, 'learning_rate': 1.1251336263214158e-06, 'rewards/chosen': 0.3117899000644684, 'rewards/rejected': -6.165729522705078, 'rewards/accuracies': 0.9700000286102295, 'rewards/margins': 6.477519512176514, 'logps/chosen': -9.359390258789062, 'logps/rejected': -74.43148803710938, 'logits/chosen': -31.877609252929688, 'logits/rejected': -44.14958572387695, 'epoch': 0.78}
{'loss': 0.317, 'grad_norm': 0.06662134826183319, 'learning_rate': 1.110286257275211e-06, 'rewards/chosen': 0.0663008913397789, 'rewards/rejected': -5.970660209655762, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 6.036961078643799, 'logps/chosen': -11.918705940246582, 'logps/rejected': -72.59844970703125, 'logits/chosen': -34.32133865356445, 'logits/rejected': -46.02201843261719, 'epoch': 0.78}
{'loss': 0.2149, 'grad_norm': 17.345046997070312, 'learning_rate': 1.095438888229006e-06, 'rewards/chosen': 0.25211209058761597, 'rewards/rejected': -6.019915580749512, 'rewards/accuracies': 0.9549999833106995, 'rewards/margins': 6.272027492523193, 'logps/chosen': -9.988946914672852, 'logps/rejected': -72.9685287475586, 'logits/chosen': -33.690792083740234, 'logits/rejected': -45.97307205200195, 'epoch': 0.78}
{'loss': 0.1631, 'grad_norm': 16.853336334228516, 'learning_rate': 1.0805915191828008e-06, 'rewards/chosen': 0.303207129240036, 'rewards/rejected': -6.195296764373779, 'rewards/accuracies': 0.9599999785423279, 'rewards/margins': 6.4985032081604, 'logps/chosen': -9.406153678894043, 'logps/rejected': -74.74514770507812, 'logits/chosen': -35.77429962158203, 'logits/rejected': -47.966766357421875, 'epoch': 0.78}
{'loss': 0.2053, 'grad_norm': 0.00792163796722889, 'learning_rate': 1.0657441501365958e-06, 'rewards/chosen': 0.28133121132850647, 'rewards/rejected': -6.263400077819824, 'rewards/accuracies': 0.9599999785423279, 'rewards/margins': 6.544732093811035, 'logps/chosen': -9.675646781921387, 'logps/rejected': -75.43527221679688, 'logits/chosen': -33.856163024902344, 'logits/rejected': -47.29111862182617, 'epoch': 0.79}
{'loss': 0.3697, 'grad_norm': 172.18699645996094, 'learning_rate': 1.0508967810903907e-06, 'rewards/chosen': 0.03892313316464424, 'rewards/rejected': -6.013669967651367, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 6.052592754364014, 'logps/chosen': -12.219472885131836, 'logps/rejected': -72.9974594116211, 'logits/chosen': -34.285797119140625, 'logits/rejected': -47.19674301147461, 'epoch': 0.79}
{'loss': 0.2661, 'grad_norm': 0.19546742737293243, 'learning_rate': 1.036049412044186e-06, 'rewards/chosen': 0.11079961061477661, 'rewards/rejected': -6.092745304107666, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 6.2035441398620605, 'logps/chosen': -11.5950927734375, 'logps/rejected': -73.9338607788086, 'logits/chosen': -31.9580135345459, 'logits/rejected': -44.75580596923828, 'epoch': 0.79}
{'loss': 0.3734, 'grad_norm': 0.12073922902345657, 'learning_rate': 1.0212020429979808e-06, 'rewards/chosen': -0.09962734580039978, 'rewards/rejected': -5.835966110229492, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 5.7363386154174805, 'logps/chosen': -13.515837669372559, 'logps/rejected': -71.14024353027344, 'logits/chosen': -31.079469680786133, 'logits/rejected': -43.859840393066406, 'epoch': 0.8}
{'loss': 0.2525, 'grad_norm': 0.17472784221172333, 'learning_rate': 1.0063546739517758e-06, 'rewards/chosen': -0.05847321078181267, 'rewards/rejected': -5.847617149353027, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 5.789144515991211, 'logps/chosen': -13.24511432647705, 'logps/rejected': -71.40949249267578, 'logits/chosen': -32.11781692504883, 'logits/rejected': -43.526676177978516, 'epoch': 0.8}
{'loss': 0.3474, 'grad_norm': 0.048730168491601944, 'learning_rate': 9.915073049055707e-07, 'rewards/chosen': -0.09967806935310364, 'rewards/rejected': -5.875468730926514, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 5.775791168212891, 'logps/chosen': -13.635329246520996, 'logps/rejected': -71.74411010742188, 'logits/chosen': -35.6572380065918, 'logits/rejected': -47.23115539550781, 'epoch': 0.8}
{'loss': 0.3471, 'grad_norm': 0.08161184191703796, 'learning_rate': 9.766599358593657e-07, 'rewards/chosen': -0.02748420089483261, 'rewards/rejected': -5.749199867248535, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 5.721714973449707, 'logps/chosen': -12.769774436950684, 'logps/rejected': -70.2669906616211, 'logits/chosen': -28.831052780151367, 'logits/rejected': -39.947139739990234, 'epoch': 0.8}
{'loss': 0.2503, 'grad_norm': 32.92912292480469, 'learning_rate': 9.618125668131608e-07, 'rewards/chosen': -0.008240005932748318, 'rewards/rejected': -5.802417755126953, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 5.794178009033203, 'logps/chosen': -12.913020133972168, 'logps/rejected': -71.1239242553711, 'logits/chosen': -34.533119201660156, 'logits/rejected': -45.80058670043945, 'epoch': 0.81}
{'loss': 0.2595, 'grad_norm': 0.08387204259634018, 'learning_rate': 9.469651977669558e-07, 'rewards/chosen': 0.036844342947006226, 'rewards/rejected': -5.963077545166016, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 5.999922275543213, 'logps/chosen': -12.20760726928711, 'logps/rejected': -72.4383773803711, 'logits/chosen': -30.171669006347656, 'logits/rejected': -43.201053619384766, 'epoch': 0.81}
{'loss': 0.1951, 'grad_norm': 0.3486730754375458, 'learning_rate': 9.321178287207508e-07, 'rewards/chosen': 0.14323443174362183, 'rewards/rejected': -6.057699203491211, 'rewards/accuracies': 0.9549999833106995, 'rewards/margins': 6.200933456420898, 'logps/chosen': -11.164841651916504, 'logps/rejected': -73.42877197265625, 'logits/chosen': -31.470666885375977, 'logits/rejected': -44.33747100830078, 'epoch': 0.81}
{'loss': 0.3629, 'grad_norm': 0.035419169813394547, 'learning_rate': 9.172704596745458e-07, 'rewards/chosen': 0.01866023615002632, 'rewards/rejected': -5.886412143707275, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 5.9050726890563965, 'logps/chosen': -12.452345848083496, 'logps/rejected': -71.79096984863281, 'logits/chosen': -31.92328453063965, 'logits/rejected': -42.540645599365234, 'epoch': 0.82}
{'loss': 0.3656, 'grad_norm': 0.2676961421966553, 'learning_rate': 9.024230906283407e-07, 'rewards/chosen': -0.09498504549264908, 'rewards/rejected': -5.735116481781006, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 5.640130996704102, 'logps/chosen': -13.311562538146973, 'logps/rejected': -70.0683822631836, 'logits/chosen': -32.39186477661133, 'logits/rejected': -40.747501373291016, 'epoch': 0.82}
{'loss': 0.34, 'grad_norm': 18.820844650268555, 'learning_rate': 8.875757215821357e-07, 'rewards/chosen': 0.004096867982298136, 'rewards/rejected': -5.853006362915039, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 5.857102870941162, 'logps/chosen': -12.615630149841309, 'logps/rejected': -71.39952850341797, 'logits/chosen': -30.314218521118164, 'logits/rejected': -41.765995025634766, 'epoch': 0.82}
{'loss': 0.3811, 'grad_norm': 0.12308696657419205, 'learning_rate': 8.727283525359307e-07, 'rewards/chosen': -0.01882309280335903, 'rewards/rejected': -5.605984687805176, 'rewards/accuracies': 0.9049999713897705, 'rewards/margins': 5.587161064147949, 'logps/chosen': -12.740726470947266, 'logps/rejected': -68.87914276123047, 'logits/chosen': -28.876291275024414, 'logits/rejected': -39.59855270385742, 'epoch': 0.83}
{'loss': 0.1704, 'grad_norm': 0.05713162571191788, 'learning_rate': 8.578809834897258e-07, 'rewards/chosen': 0.3427925407886505, 'rewards/rejected': -6.092803955078125, 'rewards/accuracies': 0.9549999833106995, 'rewards/margins': 6.435596942901611, 'logps/chosen': -9.141535758972168, 'logps/rejected': -73.8310775756836, 'logits/chosen': -34.807960510253906, 'logits/rejected': -45.285030364990234, 'epoch': 0.83}
{'loss': 0.1754, 'grad_norm': 0.21611258387565613, 'learning_rate': 8.430336144435207e-07, 'rewards/chosen': 0.33906009793281555, 'rewards/rejected': -5.9967780113220215, 'rewards/accuracies': 0.9599999785423279, 'rewards/margins': 6.335837364196777, 'logps/chosen': -9.266752243041992, 'logps/rejected': -72.88746643066406, 'logits/chosen': -30.240341186523438, 'logits/rejected': -41.310081481933594, 'epoch': 0.83}
{'loss': 0.2665, 'grad_norm': 18.183996200561523, 'learning_rate': 8.281862453973157e-07, 'rewards/chosen': 0.20476987957954407, 'rewards/rejected': -5.9670515060424805, 'rewards/accuracies': 0.9449999928474426, 'rewards/margins': 6.171821117401123, 'logps/chosen': -10.496622085571289, 'logps/rejected': -72.53295135498047, 'logits/chosen': -32.28815841674805, 'logits/rejected': -42.9669075012207, 'epoch': 0.83}
{'loss': 0.236, 'grad_norm': 0.1717376857995987, 'learning_rate': 8.133388763511106e-07, 'rewards/chosen': 0.2255529761314392, 'rewards/rejected': -6.016599655151367, 'rewards/accuracies': 0.9449999928474426, 'rewards/margins': 6.242152690887451, 'logps/chosen': -10.459890365600586, 'logps/rejected': -73.1989517211914, 'logits/chosen': -31.46334457397461, 'logits/rejected': -42.62788391113281, 'epoch': 0.84}
{'loss': 0.2402, 'grad_norm': 0.05429380014538765, 'learning_rate': 7.984915073049056e-07, 'rewards/chosen': 0.22271843254566193, 'rewards/rejected': -5.995854377746582, 'rewards/accuracies': 0.9449999928474426, 'rewards/margins': 6.218573570251465, 'logps/chosen': -10.381051063537598, 'logps/rejected': -72.86825561523438, 'logits/chosen': -28.627361297607422, 'logits/rejected': -41.65499496459961, 'epoch': 0.84}
{'loss': 0.3004, 'grad_norm': 0.03869183361530304, 'learning_rate': 7.836441382587007e-07, 'rewards/chosen': 0.15315411984920502, 'rewards/rejected': -5.896808624267578, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 6.049962043762207, 'logps/chosen': -10.837668418884277, 'logps/rejected': -71.63331604003906, 'logits/chosen': -28.258512496948242, 'logits/rejected': -40.109642028808594, 'epoch': 0.84}
{'loss': 0.2803, 'grad_norm': 0.6363657116889954, 'learning_rate': 7.687967692124957e-07, 'rewards/chosen': 0.12765654921531677, 'rewards/rejected': -5.946380138397217, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 6.074036121368408, 'logps/chosen': -11.483647346496582, 'logps/rejected': -72.52046203613281, 'logits/chosen': -31.159198760986328, 'logits/rejected': -42.106361389160156, 'epoch': 0.85}
{'loss': 0.2724, 'grad_norm': 0.022404104471206665, 'learning_rate': 7.539494001662906e-07, 'rewards/chosen': 0.19211238622665405, 'rewards/rejected': -5.933043003082275, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 6.125154972076416, 'logps/chosen': -10.647377967834473, 'logps/rejected': -72.14939880371094, 'logits/chosen': -29.146177291870117, 'logits/rejected': -40.408470153808594, 'epoch': 0.85}
{'loss': 0.221, 'grad_norm': 0.5175747871398926, 'learning_rate': 7.391020311200856e-07, 'rewards/chosen': 0.27743250131607056, 'rewards/rejected': -6.035970687866211, 'rewards/accuracies': 0.9549999833106995, 'rewards/margins': 6.313403129577637, 'logps/chosen': -9.787674903869629, 'logps/rejected': -73.25775146484375, 'logits/chosen': -28.780685424804688, 'logits/rejected': -41.6944694519043, 'epoch': 0.85}
{'loss': 0.2319, 'grad_norm': 3.0507514476776123, 'learning_rate': 7.242546620738805e-07, 'rewards/chosen': 0.20682360231876373, 'rewards/rejected': -6.043959140777588, 'rewards/accuracies': 0.9449999928474426, 'rewards/margins': 6.2507829666137695, 'logps/chosen': -10.428561210632324, 'logps/rejected': -73.2048568725586, 'logits/chosen': -29.3680419921875, 'logits/rejected': -41.18183517456055, 'epoch': 0.86}
{'loss': 0.3555, 'grad_norm': 0.43969112634658813, 'learning_rate': 7.094072930276756e-07, 'rewards/chosen': 0.13820026814937592, 'rewards/rejected': -5.823394775390625, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 5.96159553527832, 'logps/chosen': -11.067243576049805, 'logps/rejected': -70.9421615600586, 'logits/chosen': -29.437559127807617, 'logits/rejected': -41.51419448852539, 'epoch': 0.86}
{'loss': 0.2972, 'grad_norm': 0.2565494477748871, 'learning_rate': 6.945599239814706e-07, 'rewards/chosen': 0.08377759903669357, 'rewards/rejected': -5.863124370574951, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 5.946901798248291, 'logps/chosen': -11.72001838684082, 'logps/rejected': -71.56548309326172, 'logits/chosen': -31.329795837402344, 'logits/rejected': -41.26469421386719, 'epoch': 0.86}
{'loss': 0.297, 'grad_norm': 0.6742274165153503, 'learning_rate': 6.797125549352656e-07, 'rewards/chosen': 0.26397407054901123, 'rewards/rejected': -5.996967792510986, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 6.260941028594971, 'logps/chosen': -10.0978422164917, 'logps/rejected': -72.99231719970703, 'logits/chosen': -26.56716537475586, 'logits/rejected': -40.24736785888672, 'epoch': 0.86}
{'loss': 0.2092, 'grad_norm': 0.022013461217284203, 'learning_rate': 6.648651858890605e-07, 'rewards/chosen': 0.2649955749511719, 'rewards/rejected': -6.050540924072266, 'rewards/accuracies': 0.9449999928474426, 'rewards/margins': 6.315536022186279, 'logps/chosen': -9.892467498779297, 'logps/rejected': -73.32310485839844, 'logits/chosen': -28.85224151611328, 'logits/rejected': -42.2408332824707, 'epoch': 0.87}
{'loss': 0.3226, 'grad_norm': 0.7759801745414734, 'learning_rate': 6.500178168428554e-07, 'rewards/chosen': 0.14618872106075287, 'rewards/rejected': -5.926356792449951, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 6.072545051574707, 'logps/chosen': -11.065930366516113, 'logps/rejected': -72.1243667602539, 'logits/chosen': -28.966276168823242, 'logits/rejected': -41.85428237915039, 'epoch': 0.87}
{'loss': 0.2828, 'grad_norm': 0.34651705622673035, 'learning_rate': 6.351704477966505e-07, 'rewards/chosen': 0.27157336473464966, 'rewards/rejected': -6.089262008666992, 'rewards/accuracies': 0.9449999928474426, 'rewards/margins': 6.360835552215576, 'logps/chosen': -10.106367111206055, 'logps/rejected': -74.0336685180664, 'logits/chosen': -30.033926010131836, 'logits/rejected': -41.17351150512695, 'epoch': 0.87}
{'loss': 0.2093, 'grad_norm': 5.876163959503174, 'learning_rate': 6.203230787504455e-07, 'rewards/chosen': 0.24228689074516296, 'rewards/rejected': -5.959684371948242, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 6.201971530914307, 'logps/chosen': -10.336865425109863, 'logps/rejected': -72.7225570678711, 'logits/chosen': -28.511560440063477, 'logits/rejected': -39.935482025146484, 'epoch': 0.88}
{'loss': 0.3479, 'grad_norm': 0.16725215315818787, 'learning_rate': 6.054757097042405e-07, 'rewards/chosen': 0.03999188169836998, 'rewards/rejected': -5.775079250335693, 'rewards/accuracies': 0.9049999713897705, 'rewards/margins': 5.8150715827941895, 'logps/chosen': -12.364762306213379, 'logps/rejected': -70.72235107421875, 'logits/chosen': -26.1602725982666, 'logits/rejected': -39.23472213745117, 'epoch': 0.88}
{'loss': 0.4007, 'grad_norm': 0.30152010917663574, 'learning_rate': 5.906283406580354e-07, 'rewards/chosen': 0.055136967450380325, 'rewards/rejected': -5.794462203979492, 'rewards/accuracies': 0.8949999809265137, 'rewards/margins': 5.849599838256836, 'logps/chosen': -12.082749366760254, 'logps/rejected': -70.9424057006836, 'logits/chosen': -26.617101669311523, 'logits/rejected': -38.02228546142578, 'epoch': 0.88}
{'loss': 0.1917, 'grad_norm': 0.07651522755622864, 'learning_rate': 5.757809716118305e-07, 'rewards/chosen': 0.20507173240184784, 'rewards/rejected': -5.9629340171813965, 'rewards/accuracies': 0.9549999833106995, 'rewards/margins': 6.168005466461182, 'logps/chosen': -10.535167694091797, 'logps/rejected': -72.48927307128906, 'logits/chosen': -28.70453643798828, 'logits/rejected': -38.81500244140625, 'epoch': 0.88}
{'loss': 0.237, 'grad_norm': 0.41330456733703613, 'learning_rate': 5.609336025656254e-07, 'rewards/chosen': 0.22577494382858276, 'rewards/rejected': -6.054934501647949, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 6.280710220336914, 'logps/chosen': -10.342909812927246, 'logps/rejected': -73.48892211914062, 'logits/chosen': -28.205089569091797, 'logits/rejected': -41.04045104980469, 'epoch': 0.89}
{'loss': 0.3007, 'grad_norm': 217.57716369628906, 'learning_rate': 5.460862335194204e-07, 'rewards/chosen': 0.13444411754608154, 'rewards/rejected': -6.003200054168701, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 6.137643814086914, 'logps/chosen': -11.208237648010254, 'logps/rejected': -72.91414642333984, 'logits/chosen': -27.160978317260742, 'logits/rejected': -39.553077697753906, 'epoch': 0.89}
{'loss': 0.2449, 'grad_norm': 0.023433011025190353, 'learning_rate': 5.312388644732154e-07, 'rewards/chosen': 0.21754947304725647, 'rewards/rejected': -6.072324275970459, 'rewards/accuracies': 0.9449999928474426, 'rewards/margins': 6.2898736000061035, 'logps/chosen': -10.436943054199219, 'logps/rejected': -73.64082336425781, 'logits/chosen': -28.041309356689453, 'logits/rejected': -38.880165100097656, 'epoch': 0.89}
{'loss': 0.4197, 'grad_norm': 0.3926245868206024, 'learning_rate': 5.163914954270104e-07, 'rewards/chosen': -0.026726754382252693, 'rewards/rejected': -5.761246204376221, 'rewards/accuracies': 0.9049999713897705, 'rewards/margins': 5.7345194816589355, 'logps/chosen': -12.942296981811523, 'logps/rejected': -70.53629302978516, 'logits/chosen': -27.784666061401367, 'logits/rejected': -40.241912841796875, 'epoch': 0.9}
{'loss': 0.2207, 'grad_norm': 0.26710107922554016, 'learning_rate': 5.015441263808054e-07, 'rewards/chosen': 0.201634481549263, 'rewards/rejected': -6.0444231033325195, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 6.246057033538818, 'logps/chosen': -10.633313179016113, 'logps/rejected': -73.43638610839844, 'logits/chosen': -30.223304748535156, 'logits/rejected': -41.17449188232422, 'epoch': 0.9}
{'loss': 0.2241, 'grad_norm': 0.015368113294243813, 'learning_rate': 4.866967573346004e-07, 'rewards/chosen': 0.22831875085830688, 'rewards/rejected': -5.9904465675354, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 6.218764781951904, 'logps/chosen': -10.135181427001953, 'logps/rejected': -72.6136474609375, 'logits/chosen': -26.944211959838867, 'logits/rejected': -40.26304244995117, 'epoch': 0.9}
{'loss': 0.2642, 'grad_norm': 0.13917061686515808, 'learning_rate': 4.718493882883953e-07, 'rewards/chosen': 0.086087167263031, 'rewards/rejected': -5.870546817779541, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 5.956634044647217, 'logps/chosen': -11.680768013000488, 'logps/rejected': -71.61565399169922, 'logits/chosen': -31.113256454467773, 'logits/rejected': -41.46092224121094, 'epoch': 0.91}
{'loss': 0.3654, 'grad_norm': 100.76362609863281, 'learning_rate': 4.570020192421903e-07, 'rewards/chosen': 0.1302402913570404, 'rewards/rejected': -5.9541401863098145, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 6.084380626678467, 'logps/chosen': -11.350663185119629, 'logps/rejected': -72.4691390991211, 'logits/chosen': -30.695234298706055, 'logits/rejected': -42.24354553222656, 'epoch': 0.91}
{'loss': 0.1753, 'grad_norm': 24.149608612060547, 'learning_rate': 4.421546501959853e-07, 'rewards/chosen': 0.275593101978302, 'rewards/rejected': -6.0179338455200195, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 6.293527126312256, 'logps/chosen': -9.774389266967773, 'logps/rejected': -73.01754760742188, 'logits/chosen': -32.1608772277832, 'logits/rejected': -42.653114318847656, 'epoch': 0.91}
{'loss': 0.1935, 'grad_norm': 119.72488403320312, 'learning_rate': 4.2730728114978027e-07, 'rewards/chosen': 0.19307823479175568, 'rewards/rejected': -5.96221923828125, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 6.15529727935791, 'logps/chosen': -10.65133285522461, 'logps/rejected': -72.57583618164062, 'logits/chosen': -31.428308486938477, 'logits/rejected': -41.567161560058594, 'epoch': 0.91}
{'loss': 0.3252, 'grad_norm': 0.19558362662792206, 'learning_rate': 4.1245991210357527e-07, 'rewards/chosen': 0.16188877820968628, 'rewards/rejected': -6.049176216125488, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 6.211065292358398, 'logps/chosen': -10.856595039367676, 'logps/rejected': -73.27721405029297, 'logits/chosen': -27.04166030883789, 'logits/rejected': -40.51655578613281, 'epoch': 0.92}
{'loss': 0.2221, 'grad_norm': 0.25741052627563477, 'learning_rate': 3.9761254305737027e-07, 'rewards/chosen': 0.15707558393478394, 'rewards/rejected': -6.070351600646973, 'rewards/accuracies': 0.9449999928474426, 'rewards/margins': 6.227427959442139, 'logps/chosen': -10.8017578125, 'logps/rejected': -73.44169616699219, 'logits/chosen': -28.078046798706055, 'logits/rejected': -41.11802673339844, 'epoch': 0.92}
{'loss': 0.1869, 'grad_norm': 0.027555756270885468, 'learning_rate': 3.8276517401116527e-07, 'rewards/chosen': 0.252949595451355, 'rewards/rejected': -6.139256000518799, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 6.392205238342285, 'logps/chosen': -10.126255989074707, 'logps/rejected': -74.39716339111328, 'logits/chosen': -29.705419540405273, 'logits/rejected': -43.57765579223633, 'epoch': 0.92}
{'loss': 0.1362, 'grad_norm': 0.13680563867092133, 'learning_rate': 3.6791780496496027e-07, 'rewards/chosen': 0.4266010522842407, 'rewards/rejected': -6.277489185333252, 'rewards/accuracies': 0.9649999737739563, 'rewards/margins': 6.704090595245361, 'logps/chosen': -8.347254753112793, 'logps/rejected': -75.72975158691406, 'logits/chosen': -26.385818481445312, 'logits/rejected': -42.42824172973633, 'epoch': 0.93}
{'loss': 0.227, 'grad_norm': 0.2544158697128296, 'learning_rate': 3.530704359187552e-07, 'rewards/chosen': 0.331802099943161, 'rewards/rejected': -6.180322170257568, 'rewards/accuracies': 0.9449999928474426, 'rewards/margins': 6.512124061584473, 'logps/chosen': -9.389668464660645, 'logps/rejected': -74.84877014160156, 'logits/chosen': -30.953035354614258, 'logits/rejected': -42.9908332824707, 'epoch': 0.93}
{'loss': 0.3579, 'grad_norm': 0.06950362771749496, 'learning_rate': 3.382230668725502e-07, 'rewards/chosen': 0.09008268266916275, 'rewards/rejected': -5.893103122711182, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 5.983186721801758, 'logps/chosen': -11.798501968383789, 'logps/rejected': -71.91929626464844, 'logits/chosen': -28.839303970336914, 'logits/rejected': -41.619850158691406, 'epoch': 0.93}
{'loss': 0.3407, 'grad_norm': 31.587108612060547, 'learning_rate': 3.233756978263452e-07, 'rewards/chosen': 0.12346924841403961, 'rewards/rejected': -5.980011463165283, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 6.103480815887451, 'logps/chosen': -11.429954528808594, 'logps/rejected': -72.803466796875, 'logits/chosen': -29.06174087524414, 'logits/rejected': -41.241886138916016, 'epoch': 0.94}
{'loss': 0.3137, 'grad_norm': 0.9867292642593384, 'learning_rate': 3.085283287801402e-07, 'rewards/chosen': 0.14395034313201904, 'rewards/rejected': -5.994000434875488, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 6.137950897216797, 'logps/chosen': -11.24138069152832, 'logps/rejected': -73.00938415527344, 'logits/chosen': -30.053943634033203, 'logits/rejected': -42.8524284362793, 'epoch': 0.94}
{'loss': 0.2098, 'grad_norm': 5.264420986175537, 'learning_rate': 2.9368095973393515e-07, 'rewards/chosen': 0.2589963972568512, 'rewards/rejected': -6.018913745880127, 'rewards/accuracies': 0.9549999833106995, 'rewards/margins': 6.2779107093811035, 'logps/chosen': -9.975373268127441, 'logps/rejected': -73.07077026367188, 'logits/chosen': -29.722515106201172, 'logits/rejected': -41.44564437866211, 'epoch': 0.94}
{'loss': 0.1481, 'grad_norm': 0.3431834280490875, 'learning_rate': 2.7883359068773015e-07, 'rewards/chosen': 0.3930431008338928, 'rewards/rejected': -6.235866546630859, 'rewards/accuracies': 0.9649999737739563, 'rewards/margins': 6.628910541534424, 'logps/chosen': -8.683881759643555, 'logps/rejected': -75.37354278564453, 'logits/chosen': -32.343772888183594, 'logits/rejected': -44.92286682128906, 'epoch': 0.94}
{'loss': 0.229, 'grad_norm': 0.19508017599582672, 'learning_rate': 2.6398622164152515e-07, 'rewards/chosen': 0.32137611508369446, 'rewards/rejected': -6.194389820098877, 'rewards/accuracies': 0.9549999833106995, 'rewards/margins': 6.515766143798828, 'logps/chosen': -9.320077896118164, 'logps/rejected': -74.86022186279297, 'logits/chosen': -32.66376495361328, 'logits/rejected': -43.190250396728516, 'epoch': 0.95}
{'loss': 0.2803, 'grad_norm': 0.48725056648254395, 'learning_rate': 2.4913885259532015e-07, 'rewards/chosen': 0.0892084538936615, 'rewards/rejected': -5.875141620635986, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 5.964349269866943, 'logps/chosen': -11.682730674743652, 'logps/rejected': -71.59952545166016, 'logits/chosen': -28.26266860961914, 'logits/rejected': -40.13728332519531, 'epoch': 0.95}
{'loss': 0.1772, 'grad_norm': 0.06579305231571198, 'learning_rate': 2.3429148354911512e-07, 'rewards/chosen': 0.323915034532547, 'rewards/rejected': -6.204581260681152, 'rewards/accuracies': 0.9599999785423279, 'rewards/margins': 6.528496742248535, 'logps/chosen': -9.552379608154297, 'logps/rejected': -75.10086822509766, 'logits/chosen': -27.362356185913086, 'logits/rejected': -41.3265495300293, 'epoch': 0.95}
{'loss': 0.2788, 'grad_norm': 98.39888763427734, 'learning_rate': 2.1944411450291012e-07, 'rewards/chosen': 0.18289990723133087, 'rewards/rejected': -6.064647197723389, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 6.247547626495361, 'logps/chosen': -10.706332206726074, 'logps/rejected': -73.50314331054688, 'logits/chosen': -29.820913314819336, 'logits/rejected': -42.53363800048828, 'epoch': 0.96}
{'loss': 0.2593, 'grad_norm': 1.6525858640670776, 'learning_rate': 2.0459674545670507e-07, 'rewards/chosen': 0.219256192445755, 'rewards/rejected': -6.020845413208008, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 6.240101337432861, 'logps/chosen': -10.334575653076172, 'logps/rejected': -72.9961166381836, 'logits/chosen': -26.79360580444336, 'logits/rejected': -39.77143859863281, 'epoch': 0.96}
{'loss': 0.2603, 'grad_norm': 0.0315447673201561, 'learning_rate': 1.8974937641050007e-07, 'rewards/chosen': 0.11442594230175018, 'rewards/rejected': -5.850461483001709, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 5.964888095855713, 'logps/chosen': -11.601104736328125, 'logps/rejected': -71.51544952392578, 'logits/chosen': -28.868785858154297, 'logits/rejected': -40.310394287109375, 'epoch': 0.96}
{'loss': 0.2355, 'grad_norm': 0.04639941081404686, 'learning_rate': 1.7490200736429507e-07, 'rewards/chosen': 0.24816963076591492, 'rewards/rejected': -6.1204752922058105, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 6.3686442375183105, 'logps/chosen': -9.914116859436035, 'logps/rejected': -73.88481903076172, 'logits/chosen': -26.075281143188477, 'logits/rejected': -40.31724548339844, 'epoch': 0.97}
